WKT,name,description
"POLYGON ((110.0287796 -7.8933936, 110.0850846 -7.926039, 110.200441 -7.9872422, 110.3363968 -8.0280392, 110.3542496 -8.0538752, 110.4091812 -8.0878674, 110.5176712 -8.1300138, 110.5904557 -8.1490462, 110.7113053 -8.1952639, 110.7305313 -8.1952639, 110.7566239 -8.2007009, 110.7882096 -8.1952639, 110.8060624 -8.2061379, 110.8307816 -8.2047787, 110.8335282 -8.1830303, 110.8335282 -8.1707964, 110.8197953 -8.1612808, 110.8156754 -8.1449679, 110.7909562 -8.1639995, 110.7882096 -8.1463273, 110.7895829 -8.1204972, 110.7813431 -8.0905866, 110.7676102 -8.0565947, 110.7538773 -8.0361981, 110.7593705 -8.0035615, 110.7676102 -7.9736422, 110.7703568 -7.9273992, 110.77585 -7.8988347, 110.7785965 -7.8825112, 110.7868363 -7.862106, 110.7785965 -7.8457811, 110.7840897 -7.8212925, 110.7676102 -7.8090477, 110.7648636 -7.825374, 110.7538773 -7.825374, 110.7470108 -7.8117688, 110.7319046 -7.7995237, 110.7126786 -7.7927207, 110.709932 -7.804966, 110.6742264 -7.8076871, 110.6742264 -7.7859176, 110.6550003 -7.7981631, 110.644014 -7.7940813, 110.6138016 -7.8022448, 110.6000687 -7.804966, 110.5822159 -7.8022448, 110.5835892 -7.7899995, 110.5657364 -7.7845569, 110.5506302 -7.7927207, 110.5396439 -7.7927207, 110.5286576 -7.7899995, 110.5121781 -7.7750324, 110.5011917 -7.7723111, 110.4915787 -7.7614255, 110.492952 -7.736932, 110.483339 -7.7069936, 110.4709793 -7.6756921, 110.4709793 -7.6403049, 110.4627396 -7.5981088, 110.4613663 -7.5736059, 110.4462601 -7.5422946, 110.4160477 -7.5627153, 110.3968216 -7.5817737, 110.3762223 -7.6062761, 110.3487564 -7.6226103, 110.3336502 -7.6430271, 110.299318 -7.663443, 110.2718521 -7.7042718, 110.2622391 -7.6893017, 110.2649857 -7.6716091, 110.2608658 -7.6498325, 110.2539994 -7.6403049, 110.2375199 -7.6525547, 110.2100541 -7.6457493, 110.1935746 -7.6457493, 110.1729752 -7.6498325, 110.1400162 -7.6498325, 110.1139237 -7.664804, 110.1331498 -7.6920236, 110.1331498 -7.7151588, 110.1276566 -7.7491789, 110.1111771 -7.7791144, 110.0905777 -7.7927207, 110.0713517 -7.8104082, 110.0576187 -7.8172109, 110.0576187 -7.8430602, 110.0452591 -7.8525832, 110.039766 -7.8729889, 110.0287796 -7.8933936))",DIY Yogyakarta,
