WKT,name,description
"POLYGON ((106.806114 -6.2154828, 106.806114 -6.2146508, 106.8062428 -6.2145015, 106.8063071 -6.2142029, 106.8063071 -6.2138402, 106.8063286 -6.2134349, 106.8061784 -6.2132643, 106.8061569 -6.2127097, 106.8027666 -6.2134989, 106.7983893 -6.2145655, 106.7981747 -6.2148215, 106.7982176 -6.2151841, 106.798282 -6.2161014, 106.7984107 -6.2173813, 106.7983678 -6.2183198, 106.7982605 -6.2191518, 106.7982605 -6.219813, 106.7983249 -6.2205596, 106.8004277 -6.2214556, 106.8016508 -6.2219888, 106.8024233 -6.2223728, 106.8028739 -6.2224581, 106.8031743 -6.2226928, 106.8034533 -6.2230554, 106.8039253 -6.22361, 106.8043116 -6.224122, 106.8047836 -6.2246979, 106.8053415 -6.2242713, 106.8057063 -6.2240793, 106.8059638 -6.2239087, 106.8072942 -6.2230341, 106.8083242 -6.2223301, 106.8087748 -6.2220102, 106.8084958 -6.2216049, 106.8082812 -6.2212849, 106.8082812 -6.220069, 106.8082812 -6.2189171, 106.8083456 -6.2178506, 106.8083456 -6.2168266, 106.8083456 -6.2158667, 106.8069938 -6.2158667, 106.8069509 -6.2156534, 106.8062428 -6.2156534, 106.806114 -6.2154828))",Gelora Bung Karno,
