WKT,name,description
"POLYGON ((106.8893916 -6.3015226, 106.8894131 -6.3027117, 106.890384 -6.302733, 106.8904699 -6.3026477, 106.8904806 -6.3024824, 106.890384 -6.3023491, 106.8903411 -6.3021731, 106.8903304 -6.3020238, 106.8903197 -6.3018745, 106.8903787 -6.3017572, 106.8905128 -6.3016773, 106.8904913 -6.3015546, 106.8903894 -6.301464, 106.8903358 -6.3015226, 106.8893916 -6.3015226))",Taman Mini Indonesia Indah
,
