WKT,name,description
"POLYGON ((106.8232699 -6.171977, 106.8232484 -6.1742597, 106.823184 -6.1767343, 106.8230982 -6.1798063, 106.8233342 -6.1801903, 106.823699 -6.1803396, 106.8243857 -6.1803396, 106.8268533 -6.1802756, 106.8309088 -6.1801263, 106.8310804 -6.1800196, 106.8310375 -6.179593, 106.830823 -6.1792943, 106.8304796 -6.1789316, 106.8304582 -6.1786756, 106.8306513 -6.1785263, 106.8306942 -6.1783556, 106.8299432 -6.1777583, 106.8299647 -6.1751557, 106.8300505 -6.1742383, 106.8298788 -6.173769, 106.8297286 -6.1734703, 106.8293638 -6.1732143, 106.8291493 -6.1729157, 106.8291493 -6.1725104, 106.8292136 -6.172169, 106.8292351 -6.1718704, 106.8290849 -6.1715077, 106.8283982 -6.171465, 106.8273468 -6.1715077, 106.8258448 -6.1714864, 106.8235917 -6.171465, 106.8233128 -6.1716144, 106.8232699 -6.171977))",Taman Monas,
